text,sentiment,user,source_file
So find and detonate  them you were both playing in the same sandbox of #war be happy #RussianArmy retreated time t… https://t.co/eDQ4eAVOGo,positive,DolLang1975,russianarmy.csv
#BREAKING #Anonymous hacks Russian Orthodox Church &amp; Lipetsk Company.\n\n#Russia #RussianArmy\n#RussiaUkraineConflict… https://t.co/VS8LB8j5jx,negative,Internl_Leaks,russianarmy.csv
RT @AustinAlego2: My trying to understand why my army is retreating from Kiev\nCredit:\n@DarthPutinKGB \n\n#Ukraine #RussianArmy #WarCrimes #Ky…,neutral,BanPlasticWorld,russianarmy.csv
#RussianArmy #Россия #Российскаявойска #Российские #войска #Российские #rattlingsomecages https://t.co/RrfbLWnXlj,neutral,uasupport999,russianarmy.csv
"RT @ukraine_world: How Bucha (Kyiv region) looks like on April 2 after it was released from #RussianArmy invaders, by @komarovmir https://t…",neutral,BatallonAZOV,russianarmy.csv
#russians #RussianWarCrimes #RussiaInvadedUkraine  #RussianUkrainianWar #RussianArmy https://t.co/Lz1yAGrkmz,neutral,NFA_78,russianarmy.csv
"@SamselMarcin #RussianArmy to barbarzyńcy. To nie zwierzęta, to ludobójcy, bez żadnego honoru, bez żadnych uczuć, z… https://t.co/0jwHThQoU9",neutral,Karol_lorak_,russianarmy.csv
"RT @InvestorHumbl: Rare trophy 9S932-1 radar-equipped air defense command post vehicle, part of a larger system known as Barnaul-T #Ukraine…",positive,Miss_Rina,russianarmy.csv
RT @RubyTuesday828: Ostatni rosyjski żołnierz schwytany w #Irpin przez Ukraińskie siły. Miasto jest już wyzwolone.\n#Irpień\n#StandUpForUkrai…,neutral,KossowskiAndrze,russianarmy.csv
#RussianArmy kill our children\n#PutinLies #rashism #Ukraine #PutinsWarCrimes #hatred https://t.co/GxCHmV3RRI,neutral,AnutaStefanska,russianarmy.csv
📌 مسيرات حاشدة بشوارع ألمانيا دعماً لروسيا.. ما حكاية المقاطع المتداولة؟\n\n#روسيا_واوكرانيا #روسيا #اوكرانيا_روسيا… https://t.co/8sEHBn4CbT,neutral,EekadFacts,russianarmy.csv
"The meaning of Z (задний) is \R\"" 😂\n\n#RussianArmy #RussiaInvadedUkraine https://t.co/b3YA1Fl3gG""",neutral,ElshanA11,russianarmy.csv
RT @LondongradC: #DearFriends #RussianEmbassy @RussianEmbassy \n#Borodyanka #Kyiv #Ukraine \n#RussianUkrainianWar #RussianArmy,neutral,MrConnieS,russianarmy.csv
KNOCK-KNOCK ITS DARK NATURE!!\nCheck out this item on OpenSea https://t.co/okmIyRD7cH via @opensea \n#Ukraine… https://t.co/lBJpzeP5Rs,negative,GouravR32152780,russianarmy.csv
"@NatashaBertrand Shitty #RussianArmy . Can’t fight for crap, no logistics, no strategy. Just destruction and cruelty.",negative,stevesi28838948,russianarmy.csv
Interesting graphic of how Starstreak #SAM works.  Shot down a #RussianArmy helo and will shoot down many more in… https://t.co/nfoBQYoDKi,positive,DBDesRoches,russianarmy.csv
RT @Suriyakmaps: During thirty seventh day of combats an important #UkrainianArmy advance took place following #RussianArmy withdrawal in n…,positive,dfugita,russianarmy.csv
More captured/destroyed #Russian equipment #Ukraine #UkraineUnderAttack #RussianArmy #СвоихНеБросаем #потерьнет… https://t.co/xIJF08FcbU,positive,InvestorHumbl,russianarmy.csv
RT @HerryNapit: #Ukraine: Russian soldiers defecting to Ukraine with a warship or a jet can now claim up to $1 million. A tank or an artill…,neutral,INSTINC26289171,russianarmy.csv
"RT @HimerikJulia: When Sumy was under #RussianAttack, it was horrible night, i asked my friend to leave the city. He said: «We will resist,…",negative,SHavamal,russianattack.csv
"RT @managehours: @Lovea2ndbaseman YUP, and #tfg #TRAITORtRUMP helped #putin start #putinsWAR on #Ukriane, #NATO and #AMERICA YEARS ago, dum…",neutral,LemStraw,russianattack.csv
"@Lovea2ndbaseman YUP, and #tfg #TRAITORtRUMP helped #putin start #putinsWAR on #Ukriane, #NATO and #AMERICA YEARS a… https://t.co/di014ENdHS",neutral,managehours,russianattack.csv
https://t.co/Axzzt0LFwJ\nMore than 150 children have been killed in the Russian attack\n#russiaukraine… https://t.co/JdEOxt8R65,positive,AnmNews,russianattack.csv
Video shows Europe's largest #food #warehouse on fire after 'deliberate' #Russianattack #SupportUkraine… https://t.co/7h9amGzSEE,neutral,JukkaPartanen3,russianattack.csv
RT @BohdanaMuzychko: In the center of #Europe in 2022. This horrible numbers of #ukrainian children died as a result of the #russianattack…,negative,TeamShakeri,russianattack.csv
In the center of #Europe in 2022. This horrible numbers of #ukrainian children died as a result of the… https://t.co/oSJi5x3jCH,negative,BohdanaMuzychko,russianattack.csv
The #botsandtrolls are working overtime to bury  #TrumpCoverUp with any #DISinformation they can come up with.… https://t.co/lCch3TDEMd,neutral,managehours,russianattack.csv
Video shows Europe's largest #foodwarehouse on fire after 'deliberate' #RussianAttack | Euronews #UkraineRussiaWar  https://t.co/vYgwoZ4UJt,neutral,RA_Geissler,russianattack.csv
RT @News7Agency: #Ukrainian boy set up a wooden machine-gun checkpoint against the #Russianattack. #Ukraine #UkraineWar https://t.co/UlzZdn…,neutral,emineim1,russianattack.csv
#Ukrainian boy set up a wooden machine-gun checkpoint against the #Russianattack. #Ukraine #UkraineWar https://t.co/UlzZdn86oM,neutral,News7Agency,russianattack.csv
#TrumpRussia #DonaldTrump #RussianAttack #PutinsPuppet #TrumpCrimeSyndicate https://t.co/BvDjPmA3dO,neutral,LoveOurNewPres,russianattack.csv
RT @War_stream: Many Explosions In Kyiv JUST NOW! \n\nLook At Camera #5\n\n#kyiv #kiev #ukraine #ukrainewar #UkraineRussiaWar #RussianArmy #rus…,positive,PinottJesus,russianattack.csv
Many Explosions In Kyiv JUST NOW! \n\nLook At Camera #5\n\n#kyiv #kiev #ukraine #ukrainewar #UkraineRussiaWar… https://t.co/zCz4I5PSGz,positive,War_stream,russianattack.csv
"RT @Ilmastosankari: Do you want to be \liberated\""? Special operation against humanity by #Putin\n\n#Ukraine #RussianAttack""",positive,ZeroZhvk,russianattack.csv
യുക്രെയ്ന്‍ ചര്‍ച്ചകള്‍ക്ക് പിന്നാലെ അബ്രമോവിച്ചിനും രണ്ട് ഉദ്യോഗസ്ഥര്‍ക്കും വിഷബാധ; ദുരൂഹത #UkraineCrisis… https://t.co/0NGDhT1L7j,neutral,reporter_tv,russianattack.csv
യുക്രെയ്ന്‍ ചര്‍ച്ചകള്‍ക്ക് പിന്നാലെ അബ്രമോവിച്ചിനും രണ്ട് ഉദ്യോഗസ്ഥര്‍ക്കും വിഷബാധ; ദുരൂഹത #UkraineCrisis… https://t.co/4wTZFkg6KV,neutral,ReporterTv_News,russianattack.csv
"Do you want to be \liberated\""? Special operation against humanity by #Putin\n\n#Ukraine #RussianAttack https://t.co/JW4W8H6LRm""",positive,Ilmastosankari,russianattack.csv
"RT @StopFakingNews: ✅ The fakes about the alleged mining of the #Khadzibeylevee claim that “during a closed meeting in #Odesa, governor Mak…",negative,DinDOnbass,russianattack.csv
"✅ The fakes about the alleged mining of the #Khadzibeylevee claim that “during a closed meeting in #Odesa, governor… https://t.co/IXLSsikjXJ",negative,StopFakingNews,russianattack.csv
RT @lets_gobrandon_: #FreedomSquare bombed by #russia | #VladimirPutin \n#RussianMilitary #Russianattack #RussianAggression #RussiaUkraineWa…,neutral,ibrahimozcaylak,russianattack.csv
"@ArchaliasRAB URA #russianASSet- So, FOADUDMFB\n\n(R)-led SENATE INTEL- August, 2020, under #tfg-… https://t.co/Rpcr9V0tCv",neutral,managehours,russianattack.csv
@OzKaterji Good day from Lagos Nigeria.\nWe keep #Ukraine in our thoughts and prayers_ hoping for a quick end to… https://t.co/2pRPOa19Hq,positive,jideyusuf,russianattack.csv
"Trump was one of putin's weapons of mass destruction preparing for his idealized, now failed, try at WWIII-\n\n$250,0… https://t.co/v9oKReR0Ua",negative,managehours,russianattack.csv
"@jimmurphy42 @thebradfordfile Trump was one of putin's weapons of mass destruction preparation for his idealized, n… https://t.co/Lpz10JmCFq",neutral,managehours,russianattack.csv
putin started WWIII years ago: #russianATTACK against #AMERICA &amp; #NATO-Biden works 2 get #RussianPeople 2 oust the… https://t.co/LkFpfNRyEJ,neutral,managehours,russianattack.csv
"Mariupol, Ukraine Reduced to Rubble as Zelensky Accuses Russia of Genocide via @TMZ #genocide #russianattack… https://t.co/qzEycaGT5I",neutral,Akanomaly,russianattack.csv
"RT @newsindia24x7_: रूस के खिलाफ बेलारूस में लोगों का प्रदर्शन, वारसॉ में रूसी दूतावास के बाहर बड़ी संख्या में जुटे लोग\n\n#RussiaUkraineWar…",neutral,Anchor_Charul,russianattack.csv
"RT @newsindia24x7_: यूक्रेन युद्ध पर अमेरिकी राष्ट्रपति का बयान, \ ये युद्ध काफी लंबे समय तक चलेगा\"" - @POTUS \n\n#RussiaUkraineWar #RussianWa…""",neutral,Anchor_Charul,russianattack.csv
"रूस के खिलाफ बेलारूस में लोगों का प्रदर्शन, वारसॉ में रूसी दूतावास के बाहर बड़ी संख्या में जुटे लोग… https://t.co/MyQQkmU0XB",neutral,newsindia24x7_,russianattack.csv
"रूस के खिलाफ बेलारूस में लोगों का प्रदर्शन, वारसॉ में रूसी दूतावास के बाहर बड़ी संख्या में जुटे लोग… https://t.co/SL9RJdOmEQ",neutral,newsindia24x7_,russianattack.csv
"यूक्रेन युद्ध पर अमेरिकी राष्ट्रपति का बयान, \ ये युद्ध काफी लंबे समय तक चलेगा\"" - @POTUS \n\n#RussiaUkraineWar… https://t.co/KsMRQppxpc""",neutral,newsindia24x7_,russianattack.csv
"पोलैंड बॉर्डर पर रूस की जबरदस्त स्ट्राइक, यूक्रेन के शहर लवीव पर रूस ने दागी मिसाइल \n\n#RussiaUkraineWar… https://t.co/K1CDmiYBzz",neutral,newsindia24x7_,russianattack.csv
"फिलीपींस में ज्वालामुखी विस्फोट का खौफनाक मंजर, राजधानी मनीला से थोड़ी दूरी पर फटा ताल ज्वालामुखी \n\n#Phillipines… https://t.co/bT4zO6gRqB",neutral,newsindia24x7_,russianattack.csv
"यूक्रेन पर 32वें दिन रूस ने तेज़ किए हमले, ब्लैक सी से रूस ने यूक्रेन पर दागी मिसाइल\n\n#RussiaUkraineWar… https://t.co/Iu1D5Y1F3F",neutral,newsindia24x7_,russianattack.csv
@michaelbd I don't know- Putin already ate your brain- If you ever had one- #PutinsWarCrimes \n\nThere is an ongoing… https://t.co/VGAGbiI0RF,neutral,managehours,russianattack.csv
"The alleged #RussianAttack came as #USPresident #JoeBiden delivered a speech in #Warsaw, #Poland, some...(400km) fr… https://t.co/bvDb9Ld9uw",negative,KamauNews,russianattack.csv
https://t.co/h2rFpd3ELr\nরুশ আগ্রাসনের পর চেরনিহিভের জনসংখ্যা অর্ধেকেরও বেশি হ্রাস পেয়েছেঃ মেয়র\n#russiaukraine… https://t.co/Tw6JLl8fnf,neutral,AnmNews,russianattack.csv
RT @TheNationalBul1: 300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,positive,brand_dixit,russianattack.csv
@nexta_tv I can't really believe we are homeless..\nI lost my husband 😭😭\nWhere do I go from here. God will definitel… https://t.co/jN6FkPXs5n,positive,KalyanNyura,russianattack.csv
"To raise funds to assist its army and civilians who have been harmed by the ongoing Russian attack, Ukraine has lau… https://t.co/QqaTmGjJH9",neutral,ckmnewsfeed,russianattack.csv
#Russianattack #CyberAttack  #Russians #DuchessofCambridge https://t.co/6RErAaXKor,neutral,Sherry88Klntrpr,russianattack.csv
"When Sumy was under #RussianAttack, it was horrible night, i asked my friend to leave the city. He said: «We will r… https://t.co/tLxMMR4MLU",negative,HimerikJulia,russianattack.csv
300 killed in #Russianattack on Mariupol drama theater - #Ukraine \n\nhttps://t.co/ZS9Y80zUEa #latest_news,positive,TheNationalBul1,russianattack.csv
NATO To Boost Kyiv's Chemical And Nuclear Defences Amid Risk A Russian Attack Could Drag Alliance Into The Conflict… https://t.co/pfOGkVoRXl,negative,topaccolade,russianattack.csv
https://t.co/pE9IQf5y5G #RussianAttack on a #UkrainianSupermarket,neutral,DannyVoglesong,russianattack.csv
മരിച്ചവരെ കുഴിമാടങ്ങളിൽ കൂട്ടമായി അടക്കം ചെയ്യേണ്ട സാഹചര്യമാണ് #Ukrainwar #Mariupol #theatre #Russianattack https://t.co/jLA6vhTCid,neutral,MediaOneTVLive,russianattack.csv
300 feared dead in #Russianattack on #theatre in Ukraine's #Mariupol \n\n#RussiaUkraineWar \nhttps://t.co/qmG4xgYYPn,negative,indiatvnews,russianattack.csv
#Ukraine: #Odesa citizens train to fight as city waits for #Russianattack \n\n#DownWithPutin! #russianinvasion… https://t.co/iLKXWJvUyq,neutral,jacki_house,russianattack.csv
幼い頃、私を可愛がってくれたお寺の和尚さまが\nよく読み聞かせてくれた仏教の教えの本に書いてあったお話です。\n懐かしい。\n\n奪い合えば足りない\n分かち合えばあり余る\n\n#StandWithUkraine️… https://t.co/w03dRWOgDo,neutral,ohanalomi,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/e6IvW3D5zt,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/XADuRRV3Wt,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/XGCmhfXPo1,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/GwLOSCmnoa,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/lJislEUidQ,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/hRYBFppXW8,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/OMeMNTZA8U,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/fFX6p99cxe,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/jhNIVF02fx,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KNOP\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/4xhtdvVPtX,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/ffVo1Q9Pe4,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KNOP\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/RPCvPbklBZ,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/Rube5lGBq5,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/i4nUXZffOv,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/gTYqLuCkvc,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/dsRWbJW2Ec,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/EKEQOHfpsH,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/CUoPFEWg86,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/Ir8e6XlbRZ,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/qaBbDWpUzu,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/U1llnYEqum,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/dYiEUswjni,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/ju600TDFBd,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/nt61lFEDtt,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/QJHdm5LwDV,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/XCqYZ4jLg7,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/M03Gf8JyqD,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/QaTQpyGtpe,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/6MsJRm3wI8,neutral,olenaartresurs,SaveUkraineNow.csv
The War in children's eyes\nTHE WAR. THE VICTORY OF SPRING.\n\nhttps://t.co/c9Tgw3KfZh\n\n#IStandWithUkraine  🇺🇦🇺🇦🇺🇦… https://t.co/J41jKB03UT,neutral,olenaartresurs,SaveUkraineNow.csv
RT @lindermannAnon: ❗️Energodar just now.\n#SaveUkraineNow #StandWithUkraine️ #StopRussianAggression #StopPutinNOW https://t.co/1XEqirkHAg,neutral,liliasvitlova,SaveUkraineNow.csv
The rashists shot a new hospital with a maternity ward with tanks and mortars in Trostyanets.\n#SaveUkraineNow… https://t.co/IUNXY92Rpw,positive,SaveUkraineNow2,SaveUkraineNow.csv
RT @kiivals: New art on @foundation  0.12 #eth\n\n#NFTs #NFTCommunity #nftart #SaveUkraineNow #FoundationNFT #foundationapp \n\nhttps://t.co/1k…,positive,Artmaximus,SaveUkraineNow.csv
"RT @SaveUkraineNow2: The history of Ukraine tells they are tough people, who they have been dealing with since the beginning of the time, t…",negative,ua_koi,SaveUkraineNow.csv
RT @CaraMia200: Street art #USA #SaveUkraineNow #NoToWar #PutinWarCriminal https://t.co/0aDHXHjNCA,neutral,CaraMia200,SaveUkraineNow.csv
Putin is a War Criminal. #stopPutinNOW #SaveUkraineNOW #SlavaUkraini https://t.co/KeloiDQMlR,negative,Sinethugcat,SaveUkraineNow.csv
❗️Energodar just now.\n#SaveUkraineNow #StandWithUkraine️ #StopRussianAggression #StopPutinNOW https://t.co/1XEqirkHAg,neutral,lindermannAnon,SaveUkraineNow.csv
#StopPutin #SaveUkraineNow #UkraineWillBeFree #StopRussia https://t.co/PWdlXuiDlM,neutral,AnatolijCuhan,SaveUkraineNow.csv
"The history of Ukraine tells they are tough people, who they have been dealing with since the beginning of the time… https://t.co/DzpwTi6YsJ",negative,SaveUkraineNow2,SaveUkraineNow.csv
🙏🏻✌🏼☮️🕊👼❤️🇺🇦🇪🇺🌎  Edwin Starr - War (What is it good for) + Lycris HQ!! https://t.co/gJmKItVqX2 via @YouTube… https://t.co/NhkOnz4itz,positive,SanneLi6,SaveUkraineNow.csv
@OTregub #Stoprussianterrorist #Stoprussianfascists #StopsgenocideofUkrainians #Stoprussia #Stopputin… https://t.co/6V8qWMvseS,neutral,Onocleaceae,SaveUkraineNow.csv
RT @sunfloweralona: @Podolyak_M @BBCWorld @CNNPolitics @FRANCE24 @Bundeskanzler @POTUS \n\nHeavy WEAPONS needed ASAP ‼️‼️‼️‼️\nThe rest (win)…,positive,madtilGOPisgone,SaveUkraineNow.csv
@Podolyak_M @BBCWorld @CNNPolitics @FRANCE24 @Bundeskanzler @POTUS \n\nHeavy WEAPONS needed ASAP ‼️‼️‼️‼️\nThe rest (w… https://t.co/MwKJftdxyi,negative,sunfloweralona,SaveUkraineNow.csv
@thejournal_ie War is terrible and this Russian led war looks totally barbaric #stopthewar #SaveUkraineNow  🇺🇦,negative,DeirdreMooney,SaveUkraineNow.csv
RT @Shevchenk0_Mila: #Europe #USA #Poland #Ugricia #Bilorussia #Georgia #StopWarInUkraine together! Say no to #Putler fascism. #RashiZm #St…,neutral,manoj70966460,SaveUkraineNow.csv
@tkliuchnyk @VP I hate #Putin so much!!! #FCKPTN #RussiaGoHome #DefeatPutin #SaveUkraineNow,negative,nihilektra,SaveUkraineNow.csv
RT @Kooduh1: I think this message from #AlinaPash #АлінаПаш is so good I want try to get it tweeting as much as possible #SaveUkraine #Save…,positive,Kooduh1,SaveUkraineNow.csv
I think this message from #AlinaPash #АлінаПаш is so good I want try to get it tweeting as much as possible… https://t.co/IZU4RXTdvL,positive,Kooduh1,SaveUkraineNow.csv
"RT @Shevchenk0_Mila: Як виявити ворожого бота у соціальні мережі. #Україна  #Ukraine дивимось, навчаємось, перемагаємо разом! #SlavaUkraine…",neutral,RafaelMarquesT8,SaveUkraineNow.csv
"RT @JJ_art_: 💔 for children, people and animals . This #pup got injured during shelling , he will be fine , but there are so many more burn…",positive,StrawberRY8yr,SaveUkraineNow.csv
"RT @iiromanova: In #Kyiv, a cellist played on the ruins of a ruined house. Behind him, a man collects things in a broken apartment💔\n#Україн…",negative,ringfence59,SaveUkraineNow.csv
Check out my NFT listing on OpenSea! https://t.co/77DLKcnv1F lewat @opensea \n\n#SaveUkraine #SaveUkraineNow… https://t.co/Uyg8VuaZYj,neutral,Dico_Graphy,SaveUkraineNow.csv
@Osinttechnical Nice!!!!! Keep it up Ukraine.  #SLAVAUKRAINI. #SAVEUKRAINENOW. 🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇨🇦,positive,Jamesbl31481633,SaveUkraineNow.csv
RT @ZenTaoPrincess: @CNN This could be us. Fight back all western countries 🙏🏼🇺🇦\n#StandingWithUkraine #SaveUkraineNow #StopRussia,neutral,carynmiller2,SaveUkraineNow.csv
@SethAbramson Iʻm convinced the next news cycle will be about how chemical weapons have been deployed. Putin ʻaint… https://t.co/E1rCqGToDx,neutral,qu1x0t1x,SaveUkraineNow.csv
RT @MarmeeRegine888: @CosicoMarmee @RonFilipkowski Check this &amp; BUY now this blowout SALE today! https://t.co/JltlT99T1b #StandWithUkraine…,neutral,MarmeeRegine888,SaveUkraineNow.csv
RT @MarmeeRegine888: @RonFilipkowski Check this &amp; BUY now this blowout SALE today! https://t.co/JltlT99T1b #StandWithUkraine #Peace #PeaceI…,neutral,MarmeeRegine888,SaveUkraineNow.csv
@CNN This could be us. Fight back all western countries 🙏🏼🇺🇦\n#StandingWithUkraine #SaveUkraineNow #StopRussia,neutral,ZenTaoPrincess,SaveUkraineNow.csv
@FareedZakaria what kind of guarantees can Ukraine get that they did not get in the Budapest agreement?  US was a s… https://t.co/GgqfFhRkG0,positive,roybbarr,SaveUkraineNow.csv
"EVOL (イーボル)★先行予約\n\nウクライナ支援チャリティーサンダル  5,940円\nhttps://t.co/0oSMfGvLTl\n緊迫した情勢が続くウクライナへ支援を行うため\nサンダルの売上全額をユニセフに寄付します\n5月上… https://t.co/TRbAGvnlQ9",neutral,HeartySelect,SaveUkraineNow.csv
#SaveUkraineNow https://t.co/cYfkcUdEJ7,neutral,NeenieMs,SaveUkraineNow.csv
What you should know about the War in Ukraine - Meet the incredible man behind the Twitter Space - Find out how you… https://t.co/4waUHHCW0w,positive,5157Ghost,SaveUkraineNow.csv
🌟🌟🌟🌟🌟 must see 👌🏻\n\nIslam is the future !!!!\nhttps://t.co/DVbTIkPFVQ\n\n#Kharkiv\n#SAVEUKRAINENOW\n#Odessa… https://t.co/EPPKR896ZL,neutral,i_bo_rajab1403,SaveUkraineNow.csv
Thank You! @anneapplebaum This. IS. The. Real. Truth. Thank God you wrote this down! #SaveUkraineNow… https://t.co/Rcf46XQSMO,positive,Get_MyGoodSide,SaveUkraineNow.csv
"⚠️ WARNING GRAPHIC ⚠️ Bucha, Ukraine\n\n#SaveUkraineNow #StopPutinsWar #StandWithUkraine https://t.co/J9UeZq0Qfj",neutral,YAdelborg,SaveUkraineNow.csv
#SaveUkraineNow @cafreekand @JustinTrudeau @potus @NATO @UN https://t.co/BSsqc9TVsS,neutral,ProfTulloch,SaveUkraineNow.csv
