text,cleaned_tweet,sentiment,label,user
RT @MarmeeRegine888: @RonFilipkowski Check this &amp; BUY now this blowout SALE today! https://t.co/JltlT99T1b #StandWithUkraine #Peace #PeaceI…,rt check amp buy blowout sale today standwithukraine peace peacei,neutral,1,MarmeeRegine888
@CNN This could be us. Fight back all western countries 🙏🏼🇺🇦\n#StandingWithUkraine #SaveUkraineNow #StopRussia,could u fight back western country nstandingwithukraine saveukrainenow stoprussia,neutral,1,ZenTaoPrincess
@FareedZakaria what kind of guarantees can Ukraine get that they did not get in the Budapest agreement?  US was a s… https://t.co/GgqfFhRkG0,kind guarantee ukraine get get budapest agreement u,positive,2,roybbarr
"EVOL (イーボル)★先行予約\n\nウクライナ支援チャリティーサンダル  5,940円\nhttps://t.co/0oSMfGvLTl\n緊迫した情勢が続くウクライナへ支援を行うため\nサンダルの売上全額をユニセフに寄付します\n5月上… https://t.co/TRbAGvnlQ9",evol nn 5940n,neutral,1,HeartySelect
#SaveUkraineNow https://t.co/cYfkcUdEJ7,saveukrainenow,neutral,1,NeenieMs
What you should know about the War in Ukraine - Meet the incredible man behind the Twitter Space - Find out how you… https://t.co/4waUHHCW0w,know war ukraine meet incredible man behind twitter space find,positive,2,5157Ghost
🌟🌟🌟🌟🌟 must see 👌🏻\n\nIslam is the future !!!!\nhttps://t.co/DVbTIkPFVQ\n\n#Kharkiv\n#SAVEUKRAINENOW\n#Odessa… https://t.co/EPPKR896ZL,must see nnislam future n,neutral,1,i_bo_rajab1403
Thank You! @anneapplebaum This. IS. The. Real. Truth. Thank God you wrote this down! #SaveUkraineNow… https://t.co/Rcf46XQSMO,thank real truth thank god wrote saveukrainenow,positive,2,Get_MyGoodSide
"⚠️ WARNING GRAPHIC ⚠️ Bucha, Ukraine\n\n#SaveUkraineNow #StopPutinsWar #StandWithUkraine https://t.co/J9UeZq0Qfj",warning graphic bucha ukrainennsaveukrainenow stopputinswar standwithukraine,neutral,1,YAdelborg
#SaveUkraineNow @cafreekand @JustinTrudeau @potus @NATO @UN https://t.co/BSsqc9TVsS,saveukrainenow,neutral,1,ProfTulloch
#SaveUkraineNow https://t.co/kKQZak8zmp,saveukrainenow,neutral,1,ProfTulloch
"Animals, children and old folks are the real innocents of war. Makes my heart weep. #PutinWarCrimes #SaveUkraineNow… https://t.co/JUtlxnf1Kl",animal child old folk real innocent war make heart weep putinwarcrimes saveukrainenow,positive,2,ProfTulloch
“God chooses what we can endure.”\n- #VolodymyrZelenskyy \n#SaveUkraineNow \n#Ukraine  🇺🇦,god chooses enduren volodymyrzelenskyy nsaveukrainenow nukraine,neutral,1,LisaVTasi
#戦争反対нет_войне \n#SaveUkraineNow https://t.co/1MJ02TK44t,nsaveukrainenow,neutral,1,X14446480
"@DailyMailUK On this Zelensky is spot on:  if Ukraine falls, Poland and the Baltics are next. It is impossible to u… https://t.co/dsVcwWaDZz",zelensky spot ukraine fall poland baltic next impossible u,negative,0,SamuelMillerII
Even the bees are against Russia!  https://t.co/qFwwA9cWV0 #SaveUkraineNow,even bee russia saveukrainenow,neutral,1,TDuncanMVP
"\Together we can be #degens for good\"" 🤝🤌 #DegensCare #Ukraine\n\n#Solana #SOL #NFT #SaveUkraineNow  #NFTs #SolanaNFTs… https://t.co/Ubzczv2z2g""",together degens good degenscare ukrainennsolana sol nft saveukrainenow nfts solananfts,positive,2,AdarshChand19
The record from Irpin. What is going on in the town.\n\n#SaveUkraineNow \n#Ukraine \n#Irpin \n#StopRussia… https://t.co/HzbdyvrLgT,record irpin going townnnsaveukrainenow nukraine nirpin nstoprussia,neutral,1,SaveUkraineNow2
"In #Kyiv, a cellist played on the ruins of a ruined house. Behind him, a man collects things in a broken apartment💔… https://t.co/HrKbHyqVV5",kyiv cellist played ruin ruined house behind man collect thing broken apartment,negative,0,iiromanova
@SecBlinken @POTUS Ukraine must win the war. For this they need artillery and military equipment.  Please send/ sel… https://t.co/V78myJXczf,ukraine must win war need artillery military equipment please send sel,positive,2,duranfernandaj
@DmytroKuleba Stop russian aggression.  #Ukraine #SaveUkraineNow #NoFlyZone https://t.co/ntQCapAtwg,stop russian aggression ukraine saveukrainenow noflyzone,neutral,1,yuliia1995
"‼️⚡️‼️Kharkiv maternity hospital, which had to be moved underground due to the bombing\nPhoto: Marcus Yam… https://t.co/pSY1MfXl4g",kharkiv maternity hospital moved underground due bombingnphoto marcus yam,negative,0,Krma4Karma
"RT @three_cube: Yesterday, The US and other nation's sanctioned MORE oligarchs and powerful people in Russia. Use your OSINT skills to find…",rt yesterday u nation sanctioned oligarch powerful people russia use osint skill find,positive,2,arcadiisback
@unofficialcj @worldonalert Yes it is!!\n#StopPutinNOW \n#stopWarCriminal,yes isnstopputinnow nstopwarcriminal,neutral,1,ManfredAholt
"RT @ukraine_world: Mural in Catalonia, Spain\n#StopPutinNOW https://t.co/chMcEbopZG",rt mural catalonia spainnstopputinnow,neutral,1,jasminumSam_bac
RT @mikarina90: По всій землі слава \nGlory to all nations \n#UkraineRussianWar #Ukraine️ #Kyiv #Kiev #Kremlin #putin #Russia #war #genocide…,rt nglory nation nukrainerussianwar ukraine kyiv kiev kremlin putin russia war genocide,neutral,1,marioaquaforta1
RT @HossodaJp: Slava Ukraine #StopPutinNOW \n#UkraineRussiaWar #StandWithUkraine \n#Mariupol https://t.co/bRUOqahQhu,rt slava ukraine stopputinnow nukrainerussiawar standwithukraine nmariupol,neutral,1,CzFifik
土に根をおろし、風と共に生きよう。種と共に冬を越え、鳥と共に春をうたおう。\n#StopRussia #StopPutinNOW https://t.co/aIUuuxg38W,nstoprussia stopputinnow,neutral,1,Honey_Ginger7
@ManoloFrankfurt @schnudelrudi @heuteshow Manche wollen und können Satire nicht verstehen. Da hilft natürlich Zensu… https://t.co/SVMmUe5HmC,manche wollen und knnen satire nicht verstehen da hilft natrlich zensu,neutral,1,nesireedick
"RT @ActionTime: Please #Retweet If You Agree: In Order to #HelpUkraine Win,It's Time to Treat #Sanctions Against #Russia As a Form of War #…",rt please retweet agree order helpukraine winits time treat sanction russia form war,positive,2,ActionTime
RT @R3eZnrwy3gm8kG8: 4月2日報告になります。（泣いてしまいすいません。３回にわけてあります。）\n#即時停戦 #Ukraine #UkraineRussiaWar #StopPutinNOW #StandUpForUkraine #StopWar #NoWa…,rt 42n ukraine ukrainerussiawar stopputinnow standupforukraine stopwar nowa,neutral,1,micchi0929
"«Eine hochgerüstete Bundeswehr nützt den Menschen in der Ukraine überhaupt nichts», sagte @Janine_Wissler am Samsta… https://t.co/Sv7Ywz7pNa",eine hochgerstete bundeswehr ntzt den menschen der ukraine berhaupt nichts sagte samsta,neutral,1,Rudisagmal
#StopRussia #UkraineRussiaWar #RussiaGoHome #RussianWarCrimes #RussianAggression #StopWarInUkraine #PutinsWarCrimes… https://t.co/2aVqn2jTzt,stoprussia ukrainerussiawar russiagohome russianwarcrimes russianaggression stopwarinukraine putinswarcrimes,neutral,1,Mah33912737
#StopPutinNOW Возможность- Ниндзя сделает что-то к Путину. https://t.co/ldaL5roqiD https://t.co/xJNpMA9HpY,stopputinnow,neutral,1,earnie1959
Slava Ukraine #StopPutinNOW \n#UkraineRussiaWar #StandWithUkraine \n#Mariupol https://t.co/bRUOqahQhu,slava ukraine stopputinnow nukrainerussiawar standwithukraine nmariupol,neutral,1,HossodaJp
#IStandWithUkraine #StopPutin #StopPutinNow #UkraineUnderAttack #UkraineWar #StopRussia \n\nThe #Belarussian Postal D… https://t.co/BUd2NWZv4b,istandwithukraine stopputin stopputinnow ukraineunderattack ukrainewar stoprussia nnthe belarussian postal,neutral,1,SanjivMenezes
"@schnudelrudi @heuteshow Noch einer, der, vom gemütlichen Söfchen zu Hause aus, easy Frieden predigt. \nIst doch so… https://t.co/uawdfgpZFW",noch einer der vom gemtlichen sfchen zu hause au easy frieden predigt nist doch,positive,2,nesireedick
@Klitschko Endlich 🇩🇪 &amp; 🇺🇦 Danke für die guten und herzlichen Wort über unser deutsches Volk! ❤️❤️ #Ukraine #StopPutinNOW #Russian #Germany,endlich amp danke fr die guten und herzlichen wort ber unser deutsches volk ukraine stopputinnow russian germany,neutral,1,respectHaben
RT @EPPGroup: 💙💛 #StandWithUkraine️ 💛💙\n\n⛔ #StopPutinNOW ⛔ https://t.co/vIZOAx7epc,rt standwithukraine nn stopputinnow,neutral,1,DelleRete
RT @Raffi_RC: #StopPutinNOW \n#SlavaUkraini 🇺🇦 https://t.co/HbPQxLi27R,rt stopputinnow nslavaukraini,neutral,1,Dertwieter
RT @EPPGroup: 💙💛 #StandWithUkraine️ 💛💙\n\n⛔ #StopPutinNOW ⛔ https://t.co/ocS62NwUJJ,rt standwithukraine nn stopputinnow,neutral,1,DelleRete
"RT @HustleNlow: Twitter Army, Now is NOT the time for silence, Make our voices heard! Like, Follow, Comment &amp; RT. Tell them together we #St…",rt twitter army time silence make voice heard like follow comment amp rt tell together st,neutral,1,DNinjamom
@IAPonomarenko It is time to honor him and others by really ending this war. The trickling in of weapons is not enough. #StopPutinNOW,time honor others really ending war trickling weapon enough stopputinnow,positive,2,laineyruns
"RT @TAPSTRIMEDIA: You should turn your head down to the hand up inside you and see that look on your master Putins face, kid.\nHe is the one…",rt turn head hand inside see look master putin face kidnhe one,negative,0,SunnyBlondie
RT @xprzemo: W #Энергодаре (#Запорожская область). #Energodar (obwód zaporoski). Wiec poparcia dla władz Kijowa. Demonstracja rozgoniona gr…,rt w energodar obwd zaporoski wiec poparcia dla wadz kijowa demonstracja rozgoniona gr,neutral,1,ArturStelmasiak
RT @three_cube: Round 2 of the Great Cyberwar of 2022: Attacking Russia's Critical Infrastructure #scada #ics #scadahacking #cyberwarrior #…,rt round great cyberwar attacking russia critical infrastructure scada ic scadahacking cyberwarrior,positive,2,SmokeCloud14
RT @Shevchenk0_Mila: Твой сын/муж еще не ушел воевать на Украину? Он еще живой? Это временно! Путин позаботиться об этом! #RussianWarCrimes…,rt russianwarcrimes,neutral,1,saadmughal409
Shocking and disgusting. Unprovoked Russian violence in Europe in 2022!\n\n#StopPutinNOW \n#SanctionRussiaNow https://t.co/6G3snPAx9g,shocking disgusting unprovoked russian violence europe 2022nnstopputinnow nsanctionrussianow,negative,0,martin_elling
RT @MartenBjorkgren: More sun is needed in these dark times ☀️ #StopPutinNOW https://t.co/wetdaEjiQ4,rt sun needed dark time stopputinnow,positive,2,Paola39026704
#IStandWithUkraine #StopPutin #StopPutinNow #UkraineUnderAttack #UkraineWar #StopRussia \n#Russian Liberation for yo… https://t.co/wkWLQpM3t2,istandwithukraine stopputin stopputinnow ukraineunderattack ukrainewar stoprussia nrussian liberation yo,neutral,1,SanjivMenezes
#StopPutinNOW #PutinWarCrimes #StayWithUkraine #AfDVerbotSofort #LegaNordproibito\n#Comteproibito,stopputinnow putinwarcrimes staywithukraine afdverbotsofort leganordproibitoncomteproibito,neutral,1,MisterFunk3
#RussianWarCrimes #StopRussia #StopPutinNOW #StopWarInUkraine #PutinsWarCrimes https://t.co/zcLLh3B66u,russianwarcrimes stoprussia stopputinnow stopwarinukraine putinswarcrimes,neutral,1,Mah33912737
RT @uaworldit: A Barcellona.\n#StopPutinNOW https://t.co/QWJ0FGNvYn,rt barcellonanstopputinnow,neutral,1,megasabgio
RT @kuliscioff: Non c'è pace senza giustizia (semicit.)\n#PutinWarCriminal \n#StopPutinNOW,rt non c pace senza giustizia semicitnputinwarcriminal nstopputinnow,neutral,1,megasabgio
"You should turn your head down to the hand up inside you and see that look on your master Putins face, kid.\nHe is t… https://t.co/T6wOMynXgn",turn head hand inside see look master putin face kidnhe,negative,0,TAPSTRIMEDIA
#StopRussia \n#StopPutinNOW \n#NoFlyZoneOverUkraine \n#NoFlyZone https://t.co/AUFmZLrQFl,stoprussia nstopputinnow nnoflyzoneoverukraine nnoflyzone,neutral,1,librevzl
#StopRussia #UkraineRussiaWar #StopRussianAgression #StopPutinNOW #StopWarInUkraine #PutinsWarCrimes… https://t.co/peWgZcvq8r,stoprussia ukrainerussiawar stoprussianagression stopputinnow stopwarinukraine putinswarcrimes,neutral,1,Mah33912737
RT @GranAnnika: @ZelenskyyUa #StopPutinNOW \n#SlavaUkraini https://t.co/AyWFhIZFUd,rt stopputinnow nslavaukraini,neutral,1,FC82545030
"Particularly, today's explosions and mass shelling of innocent people.\nSource: Energoatom\n#StopPutinNOW",particularly today explosion mass shelling innocent peoplensource energoatomnstopputinnow,positive,2,Krma4Karma
RT @ElamaniTh: BREAKING: ทหารรัสเซียสลายการชุมนุมประท้วงอย่างสันติของชาวยูเครนในเมือง #Energodar เมืองนี้ถูกทหารรัสเซียเข้ายึดครองแล้ว\n#ยูเ…,rt breaking energodar n,neutral,1,o_kmode
#StopRussia #StopPutinNOW #StopRussianAgression #StopWarInUkraine https://t.co/BozIOvJk6g,stoprussia stopputinnow stoprussianagression stopwarinukraine,neutral,1,Mah33912737
#StopRussia #StopPutinNOW #StopRussianAgression https://t.co/mri5WOEQny,stoprussia stopputinnow stoprussianagression,neutral,1,Mah33912737
RT @StratcomCentre: Antonov 225 Mriya after Russia came and went\n\n#StopRussia https://t.co/o0ebyq43bk,rt antonov mriya russia came wentnnstoprussia,neutral,1,ebiten_2025
RT @ukraine_world: ‼ ️Russian military opened a bazaar for the sale of loot in Belarus\n\nSource: Central Intelligence Agency of Ukraine\n\n▪️I…,rt russian military opened bazaar sale loot belarusnnsource central intelligence agency ukrainenni,negative,0,stephenalbert11
RT @uacrisis: 🇺🇦 The flag of Ukraine was solemnly raised above the Chornobyl NPP and the anthem was played.\n\nSource: Energoatom\n\n#stoprussi…,rt flag ukraine solemnly raised chornobyl npp anthem playednnsource energoatomnnstoprussi,neutral,1,people_NOTcorps
"“Good Saturday morning 🇺🇦\n\n“SBU special forces send the Russian occupiers to their native Zaporizhzhya 24/7, withou… https://t.co/XZXsKWCXoy",good saturday morning nnsbu special force send russian occupier native zaporizhzhya withou,positive,2,SteppeWest
"RT @notonlyputin: Reaction to the video that shows the ruins of Mariupol, documented on March 17.\n\n💬The comment on the second photo says, „…",rt reaction video show ruin mariupol documented march 17nnthe comment second photo say,negative,0,22Slava_Ukraine
"RT @qirimhaber: 🔴Rusya'da (38 gündür Ukrayna'yı bombalayan) Su #savaş uçaklarını üreten fabrikanın genel müdürü Yuriy Slyusar, #Rusya'nın #…",rt rusyada gndr ukraynay bombalayan su sava uaklarn reten fabrikann genel mdr yuriy slyusar rusyann,neutral,1,SavasORHAN52
RT @olex_scherba: This Russian military truck with washing machines and other “trophies” didn’t make it too far.\n\n#StandWithUkraine #StopRu…,rt russian military truck washing machine trophy didnt make farnnstandwithukraine stopru,negative,0,EL62278131
RT @Mariana_Betsa: Energodar now. Russian invaders shell the peaceful civilians in the city centre  #StopRussia #StandWithUkraine https://t…,rt energodar russian invader shell peaceful civilian city centre stoprussia standwithukraine,positive,2,Mati17708274
@worldonalert #StopRussia #StopRussianWarCrimes #NATOMustDoMore #PreventGenocide https://t.co/NQuyXjfydf,stoprussia stoprussianwarcrimes natomustdomore preventgenocide,neutral,1,soskroba1
"RT @notonlyputin: 💬«Fuck it. All the same sping already, it's time to fertilize the ground»\n\n💬«Helicopters shot down near Mariupol could ha…",rt fuck sping already time fertilize groundnnhelicopters shot near mariupol could ha,negative,0,sashkiin
RT @notonlyputin: Comment under the YouTube video\n\n💬 “Who cares about Ukrainians? Even if tomorrow the nuclear bomb would be dropped on the…,rt comment youtube videonn care ukrainian even tomorrow nuclear bomb would dropped,neutral,1,22Slava_Ukraine
The police detained the Russian for correcting the inscription on the packaging of the sausage. So that everyone ca… https://t.co/uBPoGbbofC,police detained russian correcting inscription packaging sausage everyone ca,neutral,1,dnyadaniil
RT @armyinformcomua: Everything is going according to the plan. Somewhere in taiga. \nBy Oleksiy Kustovsky\n\n#груз200 #StopRussia #StopPutin…,rt everything going according plan somewhere taiga nby oleksiy kustovskynn200 stoprussia stopputin,neutral,1,tashamin2
#StopRussia #IStandWithUkraine 🇺🇦 https://t.co/e7jNH1cEjY,stoprussia istandwithukraine,neutral,1,WayneSisk1
RT @verkhovna_rada: ⚡️Бородянка Київської області після обстрілів російськими терористами. Відео місцевих жителів.\n#StopRussia \n#RussiaTerr…,rt nstoprussia nrussiaterr,neutral,1,sergey_slv
RT @dmitry_gordon: На Чернобыльской АЭС снова подняли флаг Украины\n#Чернобыль #Украина #Россия #агрессияРоссии #вторжениеРоссии #stoprussia…,rt n stoprussia,neutral,1,morda23183611
RT @DefenceU: 153 killed Ukrainian children will never be able to taste chocolate again. We call on @ritter_sport to leave russia and stop…,rt killed ukrainian child never able taste chocolate call leave russia stop,positive,2,7VAMPIR
"RT @OTregub: A deer with deep burns rescued by local residents after Russian shelling near Kyiv on March 30, 2022. Picture taken on April 1…",rt deer deep burn rescued local resident russian shelling near kyiv march picture taken april,positive,2,Katja_SVK
RT @NPU_GOV_UA: Ігор Клименко: Ми посилюємо поліцейську присутність в Ірпені  \nhttps://t.co/nxY5LEIsYb\n\n#stoprussia https://t.co/NRrVgjQXND,rt n,neutral,1,AARON57542259
ธงของประเทศยูเครนถูกยกขึ้นในอาณาเขตของโรงไฟฟ้านิวเคลียร์Chernobyl !!\n\n#ยูเครน #รัสเซียยูเครน #RussiaUkraine… https://t.co/ZYBkj4GpVV,chernobyl nn russiaukraine,neutral,1,YugBamBaby
"RT @Skripka_show: Подписчики прислали…\nМенять аву?\nДа - ретвит, нет - лайк!\n#StopRussia https://t.co/Z53XDKgpUh",rt n n nstoprussia,neutral,1,Stas52354021
RT @ua_parliament: Since February 24 Russia has committed endless horde war crimes in #Ukraine. And they have not gone unnoticed by the wor…,rt since february russia committed endless horde war crime ukraine gone unnoticed wor,negative,0,or_otta
#StopRussia #IStandWithUkraine 🇺🇦 https://t.co/RQTddWxrug,stoprussia istandwithukraine,neutral,1,WayneSisk1
RT @dmitry_gordon: Освобожденные после обмена украинские военные уже направляются к своим родным\n#Украина #Россия #агрессияРоссии #вторжени…,rt n,neutral,1,Samadhi911
"RT @hwag_ucmc: ❗️#Zaporizhzhia region, #Energodar \n\nToday Energodar shuddered at the powerful explosions and shots. They were heard after a…",rt zaporizhzhia region energodar nntoday energodar shuddered powerful explosion shot heard,positive,2,TrumpluvsObama
RT @Gerashchenko_en: #Ukraine️ has been resisting the “second strongest army in the world” for 39 days. It’s unbelievable.\n\nThese are their…,rt ukraine resisting second strongest army world day unbelievablennthese,negative,0,FrancesJ42
"RT @ServiceSsu: Доброго суботнього ранку 🇺🇦\n\nСпецпризначенці СБУ у режимі 24/7, без перерв і вихідних, відправляють російських окупантів до…",rt nn,neutral,1,Oles84179873
RT @With__Ukraine: British sources claim that Chinese government hackers carried out a series of cyberattacks on Ukrainian military and ene…,rt british source claim chinese government hacker carried series cyberattacks ukrainian military ene,negative,0,TheKitRose
"RT @diako_n1: The #Russia Dictatorship regim , out of desperation for casualties and the heavy cost of aggression against Ukraine, have now…",rt russia dictatorship regim desperation casualty heavy cost aggression ukraine,negative,0,Stats4your
Szpital położniczy w Charkowie. Wszystko przeniesione do piwnic.\nFot. Marcus Yam\nhttps://t.co/FlcV77OBww… https://t.co/EhF5NH3iuP,szpital pooniczy w charkowie wszystko przeniesione piwnicnfot marcus yamn,neutral,1,Majewska0402
@RusEmbassyJ @mfa_russia ウクライナ国民の苦悩の思えば、多少のマイナス影響なんて何ともない。\n#StopRussia \n#StandWithUkraine\n#ウクライナ\n#ロシア,nstoprussia nstandwithukrainenn,neutral,1,tkanao
"#Путин переплюнул #Гитлера. Пора Миру понять, что этого демона нужно изгонять всем миром. \n\n#Ukraine #Energodar… https://t.co/ZWDw5dO7ts",nnukraine energodar,neutral,1,karabah_news
RT @DefenceU: Хроніка 3️⃣7️⃣ дня героїчного протистояння українського народу російським загарбникам.\n\nРазом до перемоги! 💙💛\n#stoprussia #ми…,rt nn nstoprussia,neutral,1,Cakecaramella
RT @With__Ukraine: 😡 Several russian missiles exploded in Kharkiv Central Park on April 2\n\n#StopRussianAggression #StopRussia https://t.co/…,rt several russian missile exploded kharkiv central park april 2nnstoprussianaggression stoprussia,neutral,1,schtinkygirl
💔💔💔😢 #RussianUkrainianWar #StopRussianAggression #StopRussia https://t.co/1QixrucQ7T,russianukrainianwar stoprussianaggression stoprussia,neutral,1,ViktoriaIvanch2
https://t.co/VppdypMbuV #StopRussia #NotOnlyPutin https://t.co/xVvNVOhReU,stoprussia notonlyputin,neutral,1,Sylvia08905705
RT @armyinformcomua: 🇺🇦 flag is flying over the #Chornobyl nuclear power plant again.\n\n#StopRussia\n#UkraineUnderAttaсk #UkraineWillWin #Sla…,rt flag flying chornobyl nuclear power plant againnnstoprussianukraineunderattak ukrainewillwin sla,neutral,1,Olivier56999622
💔💔💔 #StopRussia #Kyiv https://t.co/VpaK9dTlXw,stoprussia kyiv,neutral,1,Laurieluvsmolly
RT @KpsZSU: ⚡The Ukrainian Air Force would like to address misinformation published in multiple Western media outlets regarding the situati…,rt ukrainian air force would like address misinformation published multiple western medium outlet regarding situati,neutral,1,TTotoilet
hi. i want to remind that i have some #nft drops. \nI will be grateful if you support me in these desperate days for… https://t.co/2ZL8QwrBKI,hi want remind nft drop ni grateful support desperate day,negative,0,phobia_poly
RT @Klitschko: Danke deutsches Bruderland!\nThx German Brother Country! \n🙏🇩🇪\n\n#Germany #Berlin #Support #FreeUkraine #WeAreAllUkrainians #St…,rt danke deutsches bruderlandnthx german brother country nnngermany berlin support freeukraine weareallukrainians st,neutral,1,Habs19Alex
"RT @WPSNCanada: Grateful to @parlcent &amp; @jacqui_oneill for a dialogue with Ukrainian women MPs\nTheir words were moving, as they spoke of de…",rt grateful amp dialogue ukrainian woman mpsntheir word moving spoke de,neutral,1,MaggieMay243
🎥Famous Ukrainian 🇺🇦 travel blogger Anton Ptushkin @ptuxerman filmed a movie about the current situation in #Kyiv.… https://t.co/K78D1t5ZjK,famous ukrainian travel blogger anton ptushkin filmed movie current situation kyiv,positive,2,SaveUkraineSave
"#2Abril Van 37 días de invasión rusa en #Ucrania, 37 días de guerra, destrucción, dolor, desplazados, muerte, y tod… https://t.co/7BWHG5Y7jI",2abril van da de invasin rusa en ucrania da de guerra destruccin dolor desplazados muerte tod,neutral,1,PioVona
@Seoyeyon #stopthewar #peace https://t.co/4NvWH9MkAs,stopthewar peace,neutral,1,chngmin
#Ukraine-Flaggen hier an der Polizeistation von #Lagos…FIM A GUERRA…#StopPutinNOW #StopTheWar https://t.co/G3GUo9E8c9,ukraineflaggen hier der polizeistation von lagosfim guerrastopputinnow stopthewar,neutral,1,Nordstaedter
#animalrights #stopthewar #fuckthewar 👊 #djurensrättigheter #stoppakriget #fanakriget #AnimalCrossingNewHorizions… https://t.co/9bpu1e8l9C,animalrights stopthewar fuckthewar djurensrttigheter stoppakriget fanakriget animalcrossingnewhorizions,neutral,1,HelenaBenOthman
"#2Abril Van 37 días de invasión rusa en #Ucrania, 37 días de guerra, destrucción, dolor, desplazados, muerte, y tod… https://t.co/SfOBgydyh3",2abril van da de invasin rusa en ucrania da de guerra destruccin dolor desplazados muerte tod,neutral,1,PioVona
"#Exclusive  See how Russia has broken a bridge in Sumy region, see people risking their lives on the bridge.… https://t.co/I1H0rcCTO8",exclusive see russia broken bridge sumy region see people risking life bridge,negative,0,sujitnewslive
"#2Abril Van 37 días de invasión rusa en #Ucrania, 37 días de guerra, destrucción, dolor, desplazados, muerte, y tod… https://t.co/e2DcggQgpL",2abril van da de invasin rusa en ucrania da de guerra destruccin dolor desplazados muerte tod,neutral,1,PioVona
RT @EPPGroup: We demand the European Commission to seal the system of EU funds. \n\nBusinesses affiliated with the Russian state cannot benef…,rt demand european commission seal system eu fund nnbusinesses affiliated russian state cannot benef,neutral,1,TarasNebeluk
RT @libera_annclm: La Carovana #StopTheWar - facciamo la pace dopo un lungo viaggio è arrivata a #Leopoli per la consegna degli aiuti umani…,rt la carovana stopthewar facciamo la pace dopo un lungo viaggio arrivata leopoli per la consegna degli aiuti umani,neutral,1,giammari59
"RT @ArnaudBedat: Dans l'avion pour #Malte, répondant à une question du journaliste Claudio Lavanga de @NBCNews lui demandant s’il envisagea…",rt dans lavion pour malte rpondant une question du journaliste claudio lavanga de lui demandant sil envisagea,neutral,1,Isabelle_G_B
RT @LouisPascalRon: https://t.co/RdEWnBBwTu\nThe latest... Asimov.\n#ukraineconflict #nft #nftart #nftartist #nfts #nftcollector #nftcommunit…,rt latest asimovnukraineconflict nft nftart nftartist nfts nftcollector nftcommunit,positive,2,Sam47916518
RT @DNNEuropa: A woman and a man get humiliated and abused by Ukrainian Nazis.\n\n#UkraineConflict #WarCrimes https://t.co/6mTI2g3Psk,rt woman man get humiliated abused ukrainian nazisnnukraineconflict warcrimes,neutral,1,ibrown1967
"RT @ShelterBoxCan: ShelterBox Canada Executive Director, Stephanie Christensen, is on the ground in #Moldova and spoke with @cnni about the…",rt shelterbox canada executive director stephanie christensen ground moldova spoke,neutral,1,slennon4
Satellite images show Russian troops have withdrawn from Antonov Airport outside the Ukrainian capital city of Kyiv… https://t.co/Y7aXUsDSPC,satellite image show russian troop withdrawn antonov airport outside ukrainian capital city kyiv,neutral,1,djones1509
Le ministre italien 🇮🇹 des Affaires étrangères #DiMaio: les sanctions anti-russes frappent le secteur énergétique d… https://t.co/hz2N6bgAsx,le ministre italien de affaire trangres dimaio le sanction antirusses frappent le secteur nergtique,neutral,1,LibreDePenserFR
RT @meifongwriter: The sad thing about propaganda is how it sticks— and how much work needs to be done to fight disinformation. Five weeks…,rt sad thing propaganda stick much work need done fight disinformation five week,negative,0,MediumInter
https://t.co/RdEWnBBwTu\nThe latest... Asimov.\n#ukraineconflict #nft #nftart #nftartist #nfts #nftcollector… https://t.co/u5cdDYPNOk,latest asimovnukraineconflict nft nftart nftartist nfts nftcollector,positive,2,LouisPascalRon
A strong message for peace. \nIn response to the powers that have an interest in continuing the #UkraineConflict on… https://t.co/RO25Ghlznb,strong message peace nin response power interest continuing ukraineconflict,positive,2,CrespiEnrico
Big #Kildare Interview: ‘#Putin will either win... or end up dead’ — Former soldier weighs in on current #Ukraine c… https://t.co/hrKz7Nw9oL,big kildare interview putin either win end dead former soldier weighs current ukraine c,positive,2,CiaranMather1
"RT @giorgoskra: the result of the \special military operation\"" in Butsa! This is the Russian world!#UkraineWar #kharkiv #UkraineConflict  #…""",rt result special military operation butsa russian worldukrainewar kharkiv ukraineconflict,positive,2,Mary572520582
"RT @HAL96661: Art sometimes louder than worsq, louder than bombs\n\n#UkraineRussia #Ukraine #Poutine #PoutineHitler #PutinAtWar #RussiaUkrain…",rt art sometimes louder worsq louder bombsnnukrainerussia ukraine poutine poutinehitler putinatwar russiaukrain,neutral,1,LTBBOT
"RT @newsmap_pl: Battle of #Izium map - March 6 - April 1, 2022\n\n▶️ https://t.co/ouoRxqgWTp\n\n#UkraineInvasion #UkraineConflict #UkraineRussi…",rt battle izium map march april 2022nn ukraineconflict ukrainerussi,neutral,1,sheilaLmcdonald
RT @Koume4444pompom: The current state of Ukraine.\nLove and light for Ukraine💖🇺🇦\n#UkraineConflict \n#UkraineInvasion https://t.co/Y7gdVeDlB8,rt current state ukrainenlove light ukrainenukraineconflict nukraineinvasion,positive,2,Koume4444pompom
"RT @serrallonga6711: @Isabelbreasant5 Justicia para los afectados de Banco Popular,@AnaBotin eres una falsa #EstafaBancoPopular #UkraineCon…",rt justicia para los afectados de banco popular eres una falsa estafabancopopular ukrainecon,positive,2,robo_satan
RT @audiocustoms82: I created a Discord server that is designed for aid workers along the Ukraine border and inside the country to build co…,rt created discord server designed aid worker along ukraine border inside country build co,neutral,1,A3_Melle
I created a Discord server that is designed for aid workers along the Ukraine border and inside the country to buil… https://t.co/64vbWmcDEA,created discord server designed aid worker along ukraine border inside country buil,neutral,1,audiocustoms82
